miRNA, /usr/local/miRge/miRge.samples/human_s1.fastq, /usr/local/miRge/miRge.samples/human_s2.fastq
hsa-miR-6890-5p, 0, 0
hsa-miR-6891-3p, 0, 0
hsa-miR-6891-5p, 0, 0
hsa-miR-6892-3p, 0, 0
hsa-miR-6892-5p, 0, 0
hsa-miR-6893-3p, 0, 0
hsa-miR-6893-5p, 0, 0
hsa-miR-6894-3p, 0, 0
hsa-miR-6894-5p, 0, 0
hsa-miR-6895-3p, 0, 0
hsa-miR-6895-5p, 0, 0
hsa-miR-7-1-3p, 3, 3
hsa-miR-7-2-3p, 0, 0
hsa-miR-7-5p, 0, 0
hsa-miR-708-3p, 0, 19
hsa-miR-708-5p, 0, 15
hsa-miR-7106-3p, 0, 0
hsa-miR-7106-5p, 0, 0
hsa-miR-7107-3p, 0, 0
hsa-miR-7107-5p, 0, 0
hsa-miR-7108-3p, 0, 0
hsa-miR-7108-5p, 0, 0
hsa-miR-7109-3p, 0, 0
hsa-miR-7109-5p, 0, 0
hsa-miR-711, 0, 0
hsa-miR-7110-3p, 0, 0
hsa-miR-7110-5p, 0, 0
hsa-miR-7111-3p, 0, 0
hsa-miR-7111-5p, 0, 0
hsa-miR-7112-3p, 0, 0
hsa-miR-7112-5p, 0, 0
hsa-miR-7113-3p, 0, 0
hsa-miR-7113-5p, 0, 0
hsa-miR-7114-3p, 0, 0
hsa-miR-7114-5p, 0, 0
hsa-miR-7150, 0, 0
hsa-miR-7151-3p, 0, 0
hsa-miR-7151-5p, 0, 0
hsa-miR-7152-3p, 0, 0
hsa-miR-7152-5p, 0, 0
hsa-miR-7153-3p, 0, 0
hsa-miR-7153-5p, 0, 0
hsa-miR-7154-3p, 0, 0
hsa-miR-7154-5p, 0, 0
hsa-miR-7155-3p, 0, 0
hsa-miR-7155-5p, 0, 0
hsa-miR-7156-3p, 0, 0
hsa-miR-7156-5p, 0, 0
hsa-miR-7157-3p, 0, 0
hsa-miR-7157-5p, 0, 0
hsa-miR-7158-3p, 0, 0
hsa-miR-7158-5p, 0, 0
hsa-miR-7159-3p, 0, 0
hsa-miR-7159-5p, 0, 0
hsa-miR-7160-3p, 0, 0
hsa-miR-7160-5p, 0, 0
hsa-miR-7161-3p, 0, 0
hsa-miR-7161-5p, 0, 0
hsa-miR-7162-3p, 0, 0
hsa-miR-7162-5p, 0, 0
hsa-miR-718, 0, 0
hsa-miR-744-3p, 0, 4
hsa-miR-744-5p, 15, 116
hsa-miR-7515, 0, 0
hsa-miR-758-3p, 0, 96
hsa-miR-758-5p, 0, 0
hsa-miR-759, 0, 0
hsa-miR-760, 0, 0
hsa-miR-761, 0, 0
hsa-miR-762, 0, 0
hsa-miR-764, 0, 0
hsa-miR-7641, 0, 22
hsa-miR-765, 0, 0
hsa-miR-766-3p, 0, 0
hsa-miR-766-5p, 0, 0
hsa-miR-767-3p, 0, 0
hsa-miR-767-5p, 0, 0
hsa-miR-769-3p, 0, 0
hsa-miR-769-5p, 18, 119
hsa-miR-770-5p, 0, 0
hsa-miR-7702, 0, 0
hsa-miR-7703, 0, 0
hsa-miR-7704, 28, 4
hsa-miR-7705, 0, 5
hsa-miR-7706, 0, 13
hsa-miR-7843-3p, 0, 0
hsa-miR-7843-5p, 0, 0
hsa-miR-7844-5p, 0, 0
hsa-miR-7845-5p, 0, 0
hsa-miR-7846-3p, 0, 0
hsa-miR-7847-3p, 0, 0
hsa-miR-7848-3p, 0, 0
hsa-miR-7849-3p, 0, 0
hsa-miR-7850-5p, 0, 0
hsa-miR-7851-3p, 0, 0
hsa-miR-7852-3p, 0, 0
hsa-miR-7853-5p, 0, 0
hsa-miR-7854-3p, 0, 0
hsa-miR-7855-5p, 0, 0
hsa-miR-7856-5p, 0, 0
hsa-miR-7973, 0, 0
hsa-miR-7974, 0, 10
hsa-miR-7975, 0, 0
hsa-miR-7976, 0, 0
hsa-miR-7977, 0, 0
hsa-miR-7978, 0, 0
hsa-miR-802, 0, 0
hsa-miR-8052, 0, 0
hsa-miR-8053, 0, 0
hsa-miR-8054, 0, 0
hsa-miR-8055, 0, 0
hsa-miR-8056, 0, 0
hsa-miR-8057, 0, 0
hsa-miR-8058, 0, 0
hsa-miR-8059, 0, 0
hsa-miR-8060, 0, 0
hsa-miR-8061, 0, 0
hsa-miR-8062, 0, 0
hsa-miR-8063, 0, 0
hsa-miR-8064, 0, 0
hsa-miR-8065, 0, 0
hsa-miR-8066, 0, 0
hsa-miR-8067, 0, 0
hsa-miR-8068, 0, 0
hsa-miR-8069, 0, 0
hsa-miR-8070, 0, 0
hsa-miR-8071, 0, 0
hsa-miR-8072, 0, 0
hsa-miR-8073, 0, 0
hsa-miR-8074, 0, 0
hsa-miR-8075, 0, 0
hsa-miR-8076, 0, 0
hsa-miR-8077, 0, 0
hsa-miR-8078, 0, 0
hsa-miR-8079, 0, 0
hsa-miR-8080, 0, 0
hsa-miR-8081, 0, 0
hsa-miR-8082, 0, 0
hsa-miR-8083, 0, 0
hsa-miR-8084, 0, 0
hsa-miR-8085, 0, 0
hsa-miR-8086, 0, 0
hsa-miR-8087, 0, 0
hsa-miR-8088, 0, 0
hsa-miR-8089, 0, 0
hsa-miR-8485, 0, 0
hsa-miR-873-3p, 0, 0
hsa-miR-873-5p, 0, 0
hsa-miR-874-3p, 0, 8
hsa-miR-874-5p, 0, 0
hsa-miR-875-3p, 0, 0
hsa-miR-875-5p, 0, 0
hsa-miR-876-3p, 0, 0
hsa-miR-876-5p, 0, 0
hsa-miR-877-3p, 0, 0
hsa-miR-877-5p, 0, 17
hsa-miR-885-3p, 0, 0
hsa-miR-885-5p, 0, 0
hsa-miR-887-3p, 0, 16
hsa-miR-887-5p, 0, 6
hsa-miR-888-3p, 0, 0
hsa-miR-888-5p, 0, 0
hsa-miR-889-3p, 0, 77
hsa-miR-889-5p, 0, 2
hsa-miR-890, 0, 0
hsa-miR-891a-3p, 0, 0
hsa-miR-891a-5p, 0, 0
hsa-miR-891b, 0, 0
hsa-miR-892a, 0, 0
hsa-miR-892b, 0, 0
hsa-miR-892c-3p, 0, 0
hsa-miR-892c-5p, 0, 0
hsa-miR-9-3p, 0, 0
hsa-miR-9-5p, 0, 0
hsa-miR-920, 0, 0
hsa-miR-921, 0, 0
hsa-miR-922, 0, 0
hsa-miR-924, 0, 0
hsa-miR-92a-1-5p, 0, 5
hsa-miR-92a-2-5p, 0, 0
hsa-miR-92a-3p, 2877, 3757
hsa-miR-92b-3p, 58, 2141
hsa-miR-92b-5p, 0, 6
hsa-miR-93-3p, 3, 4
hsa-miR-93-5p, 95, 123
hsa-miR-933, 0, 0
hsa-miR-934, 0, 0
hsa-miR-935, 0, 0
hsa-miR-936, 0, 0
hsa-miR-937-3p, 0, 2
hsa-miR-937-5p, 0, 0
hsa-miR-938, 0, 0
hsa-miR-939-3p, 0, 0
hsa-miR-939-5p, 0, 0
hsa-miR-940, 0, 0
hsa-miR-941, 16, 192
hsa-miR-942-3p, 0, 0
hsa-miR-942-5p, 0, 10
hsa-miR-943, 0, 0
hsa-miR-944, 0, 0
hsa-miR-95-3p, 4, 0
hsa-miR-95-5p, 0, 0
hsa-miR-9500, 0, 0
hsa-miR-96-3p, 0, 0
hsa-miR-96-5p, 0, 0
hsa-miR-98-3p, 0, 0
hsa-miR-98-5p, 36, 657
hsa-miR-99a-3p, 0, 6
hsa-miR-99a-5p, 0, 86
hsa-miR-99b-3p, 0, 13
hsa-miR-99b-5p, 13, 1191
